Date,Description,Transaction_ID,Amount,Category,Type
10 Apr 2025,AUTO RICKSHAW PAYMENT,T2504043,₹21.53,Transport,Debit
07 Apr 2025,MOVIE TICKET PAYMENT,T2504009,₹17.63,Entertainment,Debit
01 Apr 2025,MUSIC STREAMING ONLINE,T2504091,₹51.26,Entertainment,Debit
05 Apr 2025,TRAIN TICKET #7945,T2504044,₹114.06,Transport,Debit
10 Apr 2025,SPA SERVICE BILL,T2504090,₹164.11,Personal Care,Debit
04 Apr 2025,ELECTRIC BILL PAYMENT,T2504020,₹86.26,Utilities,Debit
10 Apr 2025,EVENT TICKET ONLINE,T2504080,₹25.54,Entertainment,Debit
04 Apr 2025,EVENT TICKET,T2504082,₹153.38,Entertainment,Debit
07 Apr 2025,NAIL CARE BILL,T2504014,₹108.01,Personal Care,Debit
05 Apr 2025,CABLE TV TXN,T2504016,₹176.18,Utilities,Debit
09 Apr 2025,M MOHAMMED ABRAR,T2504000,₹167.39,P2P Transfer,Credit
09 Apr 2025,GENERAL STORE BILL,T2504054,₹159.3,Grocery & Convenience,Debit
07 Apr 2025,LOCAL TRANSPORT BILL,T2504067,₹149.21,Transport,Debit
03 Apr 2025,HOSPITAL BILL ONLINE,T2504084,₹111.57,Healthcare,Debit
03 Apr 2025,CS PHARMACY PAYMENT,T2504060,₹189.8,Healthcare,Debit
01 Apr 2025,ZEPTO PAYMENT,T2504003,₹122.0,Grocery & Convenience,Debit
09 Apr 2025,GIFT SHOP #5798,T2504011,₹99.84,Shopping,Debit
06 Apr 2025,AMUSEMENT PARK BILL,T2504041,₹81.76,Entertainment,Debit
01 Apr 2025,HOTEL AKSHAYA IN TXN,T2504039,₹184.84,Food & Dining,Debit
07 Apr 2025,AL SHIFA MEDICAL PAYMENT,T2504016,₹68.56,Healthcare,Debit
06 Apr 2025,PAYU #7453,T2504082,₹55.76,Online Services,Debit
09 Apr 2025,COLLEGE FEE PAYMENT,T2504085,₹90.64,Education,Debit
04 Apr 2025,MOHAMMAD ZUBAIR ALI,T2504006,₹83.16,P2P Transfer,Credit
05 Apr 2025,PERSONAL TRANSFER,T2504016,₹876.37,P2P Transfer,Credit
04 Apr 2025,UNKNOWN TRANSACTION PAYMENT,T2504052,₹121.33,Miscellaneous,Debit
02 Apr 2025,BEEMA STORE TXN,T2504050,₹74.43,Grocery & Convenience,Debit
09 Apr 2025,FAST FOOD TXN,T2504078,₹60.17,Food & Dining,Debit
07 Apr 2025,BAHARI DHABA,T2504090,₹59.44,Food & Dining,Debit
03 Apr 2025,RETAIL TXN,T2504013,₹142.57,Shopping,Debit
02 Apr 2025,GAME ZONE ONLINE,T2504053,₹65.0,Entertainment,Debit
03 Apr 2025,SHARE AUTO,T2504014,₹72.84,Transport,Debit
03 Apr 2025,INTERNET CAFE #9702,T2504054,₹193.98,Online Services,Debit
06 Apr 2025,SRI AMMAN COOL DRINKS TXN,T2504079,₹85.81,Food & Dining,Debit
05 Apr 2025,SHADOWFAX TECHNOLOGIES PRIVATE LIMITED PAYMENT,T2504099,₹80.33,Online Services,Debit
01 Apr 2025,BIRIYANI SHOP ONLINE,T2504029,₹23.5,Food & Dining,Debit
01 Apr 2025,EDUCATIONAL SUPPLIES PAYMENT,T2504078,₹31.26,Education,Debit
04 Apr 2025,APARTMENT MAINTENANCE BILL,T2504099,₹1055.79,Housing,Debit
02 Apr 2025,CASH DEPOSIT,T2504035,₹139.93,Miscellaneous,Debit
05 Apr 2025,CONVENIENCE STORE ONLINE,T2504050,₹79.19,Grocery & Convenience,Debit
01 Apr 2025,FAST FOOD BILL,T2504068,₹48.17,Food & Dining,Debit
09 Apr 2025,DOCTOR VISIT #2992,T2504082,₹136.47,Healthcare,Debit
07 Apr 2025,SRI MAHA LADIES HOSTEL #4122,T2504081,₹1893.75,Housing,Debit
09 Apr 2025,SRI MAHA LADIES HOSTEL TXN,T2504048,₹1253.07,Housing,Debit
05 Apr 2025,VIDEO STREAMING #5217,T2504023,₹146.61,Entertainment,Debit
05 Apr 2025,BEEMA STORE 2 TXN,T2504084,₹89.85,Grocery & Convenience,Debit
08 Apr 2025,INTERNET CAFE,T2504097,₹20.71,Online Services,Debit
04 Apr 2025,PROTEAN EGOV TECHNOLOGIES LIMITED PAYMENT,T2504021,₹192.16,Online Services,Debit
07 Apr 2025,HAIRCUT #5404,T2504096,₹197.6,Personal Care,Debit
02 Apr 2025,FAMILY TRANSFER,T2504084,₹1389.47,P2P Transfer,Debit
02 Apr 2025,EDUCATIONAL SUPPLIES #6502,T2504079,₹152.86,Education,Debit
10 Apr 2025,HOSPITAL BILL ONLINE,T2504049,₹26.48,Healthcare,Debit
05 Apr 2025,S P CAFE ONLINE,T2504046,₹69.31,Food & Dining,Debit
04 Apr 2025,COFFEE SHOP ONLINE,T2504014,₹131.45,Food & Dining,Debit
07 Apr 2025,CASH DEPOSIT PAYMENT,T2504016,₹197.5,Miscellaneous,Debit
01 Apr 2025,HOSTEL FEE,T2504050,₹1091.6,Housing,Debit
05 Apr 2025,LIBRARY FEE BILL,T2504098,₹98.38,Education,Debit
09 Apr 2025,LEMON TREE TXN,T2504088,₹40.09,Miscellaneous,Debit
01 Apr 2025,CLINIC FEE #2706,T2504073,₹141.9,Healthcare,Debit
02 Apr 2025,FUEL PURCHASE #2273,T2504005,₹155.95,Transport,Debit
03 Apr 2025,SRM GOODFOODS ONLINE,T2504078,₹196.8,Food & Dining,Debit
04 Apr 2025,KIRANA SHOP,T2504027,₹53.91,Grocery & Convenience,Debit
09 Apr 2025,PROTEAN EGOV TECHNOLOGIES LIMITED,T2504052,₹99.11,Online Services,Debit
03 Apr 2025,BIRIYANI SHOP TXN,T2504087,₹155.87,Food & Dining,Debit
04 Apr 2025,AMUSEMENT PARK PAYMENT,T2504060,₹34.64,Entertainment,Debit
01 Apr 2025,ATTITUDE GARMENTS TRIPLICANE TXN,T2504098,₹193.09,Shopping,Debit
07 Apr 2025,UNKNOWN TRANSACTION,T2504023,₹98.69,Miscellaneous,Debit
02 Apr 2025,FANCY STORE,T2504051,₹133.92,Shopping,Debit
05 Apr 2025,MART TXN,T2504020,₹170.72,Grocery & Convenience,Debit
03 Apr 2025,ATTITUDE GARMENTS TRIPLICANE,T2504019,₹151.92,Shopping,Debit
01 Apr 2025,MOVIE TICKET #6000,T2504035,₹143.57,Entertainment,Debit
02 Apr 2025,WEBSITE PAYMENT PAYMENT,T2504035,₹88.28,Online Services,Debit
02 Apr 2025,MISC PAYMENT #8414,T2504077,₹127.5,Miscellaneous,Debit
01 Apr 2025,VIDEO STREAMING BILL,T2504039,₹192.03,Entertainment,Debit
09 Apr 2025,RAPIDO #1661,T2504016,₹42.66,Transport,Debit
06 Apr 2025,KIRANA SHOP BILL,T2504089,₹171.29,Grocery & Convenience,Debit
09 Apr 2025,ATTITUDE GARMENTS TRIPLICANE BILL,T2504050,₹171.34,Shopping,Debit
07 Apr 2025,HEALTH CHECKUP BILL,T2504086,₹33.73,Healthcare,Debit
09 Apr 2025,CLINIC FEE,T2504091,₹37.66,Healthcare,Debit
06 Apr 2025,EVENT TICKET TXN,T2504019,₹102.93,Entertainment,Debit
01 Apr 2025,HOSTEL FEE,T2504088,₹1060.05,Housing,Debit
06 Apr 2025,MUSIC STREAMING #6178,T2504048,₹54.6,Entertainment,Debit
03 Apr 2025,EXAM FEE,T2504045,₹155.11,Education,Debit
07 Apr 2025,INTERNET CAFE ONLINE,T2504038,₹107.28,Online Services,Debit
07 Apr 2025,ONLINE PAYMENT PAYMENT,T2504003,₹195.54,Online Services,Debit
06 Apr 2025,BEEMA STORE 2,T2504093,₹37.73,Grocery & Convenience,Debit
08 Apr 2025,MESS TXN,T2504066,₹104.01,Food & Dining,Debit
09 Apr 2025,EXAM FEE PAYMENT,T2504008,₹136.61,Education,Debit
09 Apr 2025,BARBER SHOP BILL,T2504014,₹39.01,Personal Care,Debit
07 Apr 2025,PHONE RECHARGE TXN,T2504000,₹151.22,Utilities,Debit
04 Apr 2025,PAYU PAYMENT,T2504014,₹110.48,Online Services,Debit
10 Apr 2025,SRMGF COUNTER 1 PAYMENT,T2504007,₹28.53,Education,Debit
05 Apr 2025,PHONE RECHARGE PAYMENT,T2504031,₹78.74,Utilities,Debit
07 Apr 2025,PHARMACY PAYMENT,T2504023,₹49.05,Healthcare,Debit
07 Apr 2025,CLINIC FEE BILL,T2504016,₹56.99,Healthcare,Debit
05 Apr 2025,HEALTH CHECKUP BILL,T2504019,₹28.72,Healthcare,Debit
05 Apr 2025,PARKING FEE PAYMENT,T2504069,₹95.02,Transport,Debit
10 Apr 2025,MEDICINE PURCHASE ONLINE,T2504053,₹57.47,Healthcare,Debit
01 Apr 2025,CODEXINTERN ONLINE,T2504049,₹174.44,Online Services,Debit
06 Apr 2025,MART TXN,T2504072,₹153.79,Grocery & Convenience,Debit
07 Apr 2025,DOCTOR VISIT TXN,T2504072,₹173.58,Healthcare,Debit
03 Apr 2025,ROYAL BIRIYANI #6035,T2504033,₹186.22,Food & Dining,Debit
10 Apr 2025,HOSTEL FEE ONLINE,T2504029,₹1401.05,Housing,Debit
07 Apr 2025,UNKNOWN TRANSACTION TXN,T2504037,₹40.29,Miscellaneous,Debit
06 Apr 2025,SRMGF COUNTER 1 #6452,T2504007,₹134.83,Education,Debit
07 Apr 2025,S KARTHICK KUMAR,T2504086,₹1356.88,P2P Transfer,Credit
07 Apr 2025,SUBSCRIPTION SERVICE #1280,T2504078,₹198.02,Online Services,Debit
02 Apr 2025,K LAKSHMI PRIYA,T2504055,₹854.23,P2P Transfer,Credit
10 Apr 2025,INTERNET BILL #2643,T2504014,₹95.26,Utilities,Debit
04 Apr 2025,GAME ZONE,T2504081,₹132.71,Entertainment,Debit
02 Apr 2025,MEDICAL STORE,T2504000,₹188.39,Healthcare,Debit
03 Apr 2025,EVENT TICKET,T2504032,₹115.04,Entertainment,Debit
07 Apr 2025,NAIL CARE TXN,T2504036,₹70.32,Personal Care,Debit
03 Apr 2025,PHONE RECHARGE,T2504038,₹115.9,Utilities,Debit
01 Apr 2025,CONVENIENCE STORE PAYMENT,T2504051,₹97.64,Grocery & Convenience,Debit
09 Apr 2025,SPA SERVICE #3672,T2504040,₹132.46,Personal Care,Debit
04 Apr 2025,SMALL PURCHASE,T2504094,₹148.93,Miscellaneous,Debit
08 Apr 2025,STATIONERY SHOP,T2504017,₹144.66,Shopping,Debit
05 Apr 2025,MOHAMMAD SUFYAN,T2504014,₹1217.75,P2P Transfer,Credit
03 Apr 2025,MUSIC STREAMING ONLINE,T2504040,₹194.78,Entertainment,Debit
05 Apr 2025,BAHARI DHABA PAYMENT,T2504064,₹48.12,Food & Dining,Debit
06 Apr 2025,NAIL CARE PAYMENT,T2504093,₹30.94,Personal Care,Debit
10 Apr 2025,SHAVING PAYMENT,T2504019,₹137.41,Personal Care,Debit
10 Apr 2025,SHIVANG BCA DS,T2504053,₹375.69,P2P Transfer,Debit
05 Apr 2025,UNKNOWN TRANSACTION #7755,T2504051,₹77.97,Miscellaneous,Debit
02 Apr 2025,TRAIN TICKET ONLINE,T2504092,₹121.79,Transport,Debit
07 Apr 2025,AKHLESH KUMAR SHARMA,T2504042,₹1442.06,P2P Transfer,Credit
05 Apr 2025,CABLE TV,T2504079,₹155.87,Utilities,Debit
01 Apr 2025,ROYAL MENS BEAUTY CENTER #8693,T2504071,₹70.98,Personal Care,Debit
03 Apr 2025,HERO CHAI ONLINE,T2504067,₹184.71,Food & Dining,Debit
04 Apr 2025,DTH RECHARGE #9024,T2504013,₹139.24,Utilities,Debit
06 Apr 2025,ELECTRIC BILL #8612,T2504058,₹39.04,Utilities,Debit
10 Apr 2025,SUBASH,T2504096,₹918.91,P2P Transfer,Debit
08 Apr 2025,RENT PAYMENT,T2504058,₹571.75,Housing,Debit
01 Apr 2025,CASH DEPOSIT,T2504075,₹50.73,Miscellaneous,Debit
10 Apr 2025,RENT PAYMENT #7687,T2504087,₹1052.62,Housing,Debit
09 Apr 2025,HERO CHAI PAYMENT,T2504088,₹163.07,Food & Dining,Debit
07 Apr 2025,LOCAL TRANSPORT TXN,T2504064,₹180.17,Transport,Debit
08 Apr 2025,CLOTHING STORE #5460,T2504034,₹170.32,Shopping,Debit
04 Apr 2025,EVENT TICKET,T2504043,₹170.4,Entertainment,Debit
03 Apr 2025,APP PURCHASE,T2504033,₹79.99,Online Services,Debit
02 Apr 2025,SERVICE CHARGE TXN,T2504000,₹53.44,Miscellaneous,Debit
07 Apr 2025,SARAVANAN KASI,T2504065,₹1066.41,P2P Transfer,Credit
04 Apr 2025,SRMGF COUNTER 1 ONLINE,T2504093,₹185.4,Education,Debit
06 Apr 2025,MEDICAL STORE ONLINE,T2504078,₹19.85,Healthcare,Debit
03 Apr 2025,THALAIVA CHINESE COR TXN,T2504025,₹38.13,Food & Dining,Debit
05 Apr 2025,SHARE AUTO #3960,T2504022,₹20.21,Transport,Debit
06 Apr 2025,ELECTRIC BILL ONLINE,T2504073,₹134.88,Utilities,Debit
01 Apr 2025,KARTHIK BALAJI VENKATESAN,T2504036,₹774.24,P2P Transfer,Debit
06 Apr 2025,OLA RIDE,T2504082,₹74.55,Transport,Debit
06 Apr 2025,CASH WITHDRAWAL ONLINE,T2504048,₹191.71,Miscellaneous,Debit
08 Apr 2025,FUEL PURCHASE #8587,T2504064,₹192.06,Transport,Debit
04 Apr 2025,NAGAIAH,T2504052,₹1080.04,P2P Transfer,Debit
03 Apr 2025,MISC PAYMENT,T2504087,₹70.82,Miscellaneous,Debit
01 Apr 2025,LOCAL TRANSPORT TXN,T2504075,₹43.67,Transport,Debit
03 Apr 2025,GENERAL EXPENSE PAYMENT,T2504002,₹124.03,Miscellaneous,Debit
10 Apr 2025,RENT PAYMENT PAYMENT,T2504086,₹1365.58,Housing,Debit
01 Apr 2025,COURSE PAYMENT #7695,T2504054,₹192.83,Education,Debit
04 Apr 2025,UNKNOWN TRANSACTION TXN,T2504060,₹37.82,Miscellaneous,Debit
07 Apr 2025,APP PURCHASE PAYMENT,T2504057,₹103.27,Online Services,Debit
04 Apr 2025,HOSPITAL BILL ONLINE,T2504080,₹143.53,Healthcare,Debit
08 Apr 2025,LOCAL MARKET TXN,T2504097,₹121.39,Grocery & Convenience,Debit
08 Apr 2025,SUBSCRIPTION SERVICE TXN,T2504018,₹175.69,Online Services,Debit
06 Apr 2025,TAXI FARE PAYMENT,T2504054,₹77.31,Transport,Debit
04 Apr 2025,GAS BILL,T2504079,₹99.64,Utilities,Debit
03 Apr 2025,MEDICAL STORE BILL,T2504011,₹79.03,Healthcare,Debit
03 Apr 2025,INTERNET BILL,T2504049,₹163.61,Utilities,Debit
06 Apr 2025,MEDICAL STORE,T2504050,₹37.6,Healthcare,Debit
05 Apr 2025,TRAIN TICKET #2174,T2504072,₹99.28,Transport,Debit
07 Apr 2025,ATTITUDE GARMENTS TRIPLICANE PAYMENT,T2504060,₹110.64,Shopping,Debit
08 Apr 2025,NOTEBOOK PURCHASE ONLINE,T2504024,₹82.14,Education,Debit
07 Apr 2025,SRMGF COUNTER 1,T2504018,₹48.5,Education,Debit
05 Apr 2025,RUVAN STATIONERY BILL,T2504022,₹59.65,Shopping,Debit
09 Apr 2025,CS PHARMACY ONLINE,T2504039,₹100.95,Healthcare,Debit
05 Apr 2025,BUS FARE BILL,T2504030,₹68.45,Transport,Debit
03 Apr 2025,COFFEE SHOP PAYMENT,T2504091,₹13.47,Food & Dining,Debit
10 Apr 2025,DAILY NEEDS PAYMENT,T2504039,₹117.47,Grocery & Convenience,Debit
09 Apr 2025,LIBRARY FEE,T2504065,₹53.96,Education,Debit
04 Apr 2025,NOTEBOOK PURCHASE #2995,T2504083,₹19.38,Education,Debit
08 Apr 2025,NOTEBOOK PURCHASE ONLINE,T2504071,₹131.24,Education,Debit
03 Apr 2025,ZEPTO MARKETPLACE PRIVATE LIMITED BILL,T2504037,₹60.33,Grocery & Convenience,Debit
03 Apr 2025,ROYAL MENS BEAUTY CENTER,T2504042,₹160.7,Personal Care,Debit
05 Apr 2025,E-COMMERCE TXN,T2504033,₹92.26,Online Services,Debit
10 Apr 2025,MANSURA KHATUN,T2504089,₹858.9,P2P Transfer,Debit
10 Apr 2025,LANDLORD PAYMENT PAYMENT,T2504027,₹1862.88,Housing,Debit
06 Apr 2025,EDUCATIONAL SUPPLIES PAYMENT,T2504027,₹71.17,Education,Debit
10 Apr 2025,ONLINE GAMING #9885,T2504083,₹127.82,Entertainment,Debit
07 Apr 2025,COACHING CLASS PAYMENT,T2504068,₹56.91,Education,Debit
01 Apr 2025,P SHANMUGASUNDARAM,T2504062,₹147.94,P2P Transfer,Credit
09 Apr 2025,P R M STORES BILL,T2504068,₹157.07,Grocery & Convenience,Debit
04 Apr 2025,ROOM RENT #7283,T2504051,₹1819.38,Housing,Debit
06 Apr 2025,THALAIVA CHINESE COR BILL,T2504065,₹185.02,Food & Dining,Debit
07 Apr 2025,SRI MAHA LADIES HOSTEL #9594,T2504074,₹1732.72,Housing,Debit
04 Apr 2025,SHAVING,T2504003,₹92.54,Personal Care,Debit
10 Apr 2025,ARCHANA VESSELS,T2504026,₹101.46,Shopping,Debit
01 Apr 2025,HEALTH CHECKUP,T2504066,₹31.61,Healthcare,Debit
08 Apr 2025,RUVAN STATIONERY BILL,T2504090,₹100.26,Shopping,Debit
08 Apr 2025,GROOMING SERVICE TXN,T2504003,₹26.39,Personal Care,Debit
08 Apr 2025,LIBRARY FEE,T2504021,₹135.48,Education,Debit
06 Apr 2025,ELECTRIC BILL PAYMENT,T2504059,₹126.87,Utilities,Debit
04 Apr 2025,SADIF CHEMBAYIL,T2504042,₹189.55,P2P Transfer,Credit
02 Apr 2025,BOOKSTORE TXN,T2504067,₹34.1,Shopping,Debit
09 Apr 2025,MEDICAL STORE BILL,T2504033,₹81.15,Healthcare,Debit
02 Apr 2025,BEEMA STORE 2 TXN,T2504050,₹123.95,Grocery & Convenience,Debit
02 Apr 2025,HOTEL DINING TXN,T2504050,₹57.08,Food & Dining,Debit
05 Apr 2025,MUSIC STREAMING BILL,T2504096,₹139.6,Entertainment,Debit
06 Apr 2025,E-COMMERCE BILL,T2504011,₹120.37,Online Services,Debit
03 Apr 2025,HOSPITAL BILL BILL,T2504080,₹27.17,Healthcare,Debit
02 Apr 2025,STOMILAR TXN,T2504011,₹133.08,Miscellaneous,Debit
04 Apr 2025,DAILY NEEDS,T2504005,₹158.86,Grocery & Convenience,Debit
10 Apr 2025,LANDLORD PAYMENT #8429,T2504087,₹1311.79,Housing,Debit
05 Apr 2025,DOCTOR VISIT ONLINE,T2504085,₹197.95,Healthcare,Debit
08 Apr 2025,SERVICE CHARGE #6545,T2504086,₹88.25,Miscellaneous,Debit
07 Apr 2025,VIDEO STREAMING BILL,T2504013,₹134.92,Entertainment,Debit
06 Apr 2025,MISC PAYMENT,T2504097,₹28.48,Miscellaneous,Debit
08 Apr 2025,RUVAN STATIONERY,T2504048,₹132.48,Shopping,Debit
01 Apr 2025,P R M STORES,T2504049,₹67.68,Grocery & Convenience,Debit
10 Apr 2025,COFFEE SHOP #9407,T2504015,₹35.37,Food & Dining,Debit
09 Apr 2025,E-COMMERCE ONLINE,T2504088,₹176.95,Online Services,Debit
02 Apr 2025,SRI MAHA LADIES HOSTEL TXN,T2504001,₹1464.72,Housing,Debit
08 Apr 2025,PHONE RECHARGE PAYMENT,T2504077,₹122.57,Utilities,Debit
02 Apr 2025,TUITION FEE,T2504011,₹11.62,Education,Debit
05 Apr 2025,SHRI PERINBARAJA R,T2504052,₹1013.02,P2P Transfer,Debit
03 Apr 2025,ELECTRIC BILL BILL,T2504002,₹169.51,Utilities,Debit
10 Apr 2025,ELECTRIC BILL,T2504022,₹199.82,Utilities,Debit
01 Apr 2025,CS PHARMACY ONLINE,T2504065,₹104.07,Healthcare,Debit
05 Apr 2025,AMUSEMENT PARK #2068,T2504081,₹48.39,Entertainment,Debit
07 Apr 2025,COACHING CLASS PAYMENT,T2504043,₹14.03,Education,Debit
09 Apr 2025,NAIL CARE ONLINE,T2504065,₹120.54,Personal Care,Debit
03 Apr 2025,COURSE PAYMENT TXN,T2504029,₹196.3,Education,Debit
02 Apr 2025,DTH RECHARGE #6425,T2504056,₹44.99,Utilities,Debit
02 Apr 2025,DTH RECHARGE TXN,T2504063,₹43.27,Utilities,Debit
05 Apr 2025,PHONE RECHARGE ONLINE,T2504051,₹163.32,Utilities,Debit
04 Apr 2025,ARCHANA VESSELS,T2504028,₹37.94,Shopping,Debit
02 Apr 2025,HEALTH CHECKUP ONLINE,T2504082,₹167.34,Healthcare,Debit
04 Apr 2025,COLLEGE FEE TXN,T2504045,₹164.86,Education,Debit
01 Apr 2025,EXAM FEE #2364,T2504034,₹50.51,Education,Debit
10 Apr 2025,MEDICINE PURCHASE PAYMENT,T2504071,₹41.58,Healthcare,Debit
03 Apr 2025,SPA SERVICE PAYMENT,T2504035,₹161.68,Personal Care,Debit
05 Apr 2025,FANCY STORE PAYMENT,T2504002,₹76.97,Shopping,Debit
05 Apr 2025,MISC PAYMENT,T2504011,₹95.95,Miscellaneous,Debit
05 Apr 2025,MISC PAYMENT PAYMENT,T2504052,₹186.73,Miscellaneous,Debit
05 Apr 2025,SRI MAHA LADIES HOSTEL,T2504052,₹981.26,Housing,Debit
09 Apr 2025,ZEPTO MARKETPLACE PRIVATE LIMITED,T2504090,₹79.14,Grocery & Convenience,Debit
09 Apr 2025,MUSIC STREAMING,T2504011,₹120.25,Entertainment,Debit
01 Apr 2025,DTH RECHARGE,T2504100,₹102.41,Utilities,Debit
07 Apr 2025,DTH RECHARGE TXN,T2504005,₹109.42,Utilities,Debit
07 Apr 2025,EXAM FEE PAYMENT,T2504036,₹130.97,Education,Debit
09 Apr 2025,LEMON TREE TXN,T2504000,₹38.61,Miscellaneous,Debit
02 Apr 2025,FANCY STORE ONLINE,T2504016,₹74.3,Shopping,Debit
01 Apr 2025,P R M STORES TXN,T2504053,₹147.17,Grocery & Convenience,Debit
04 Apr 2025,SHAVING,T2504095,₹114.55,Personal Care,Debit
06 Apr 2025,SUBSCRIPTION SERVICE,T2504017,₹151.05,Online Services,Debit
10 Apr 2025,ONLINE GAMING BILL,T2504070,₹77.18,Entertainment,Debit
06 Apr 2025,HOSTEL FEE TXN,T2504040,₹1871.31,Housing,Debit
03 Apr 2025,GENERAL EXPENSE,T2504054,₹48.12,Miscellaneous,Debit
03 Apr 2025,BOOKSTORE TXN,T2504046,₹10.42,Shopping,Debit
10 Apr 2025,COLLEGE FEE ONLINE,T2504047,₹118.89,Education,Debit
10 Apr 2025,S ANANDAN,T2504067,₹1049.68,P2P Transfer,Credit
03 Apr 2025,HAIRCUT BILL,T2504065,₹182.87,Personal Care,Debit
10 Apr 2025,GAME ZONE #1434,T2504002,₹61.26,Entertainment,Debit
07 Apr 2025,SERVICE CHARGE,T2504063,₹102.83,Miscellaneous,Debit
05 Apr 2025,HOSPITAL BILL,T2504094,₹187.06,Healthcare,Debit
08 Apr 2025,PHONE RECHARGE,T2504043,₹157.3,Utilities,Debit
01 Apr 2025,CS PHARMACY ONLINE,T2504064,₹17.0,Healthcare,Debit
07 Apr 2025,LALITHA K,T2504021,₹278.25,P2P Transfer,Credit
07 Apr 2025,GENERAL EXPENSE BILL,T2504080,₹170.28,Miscellaneous,Debit
02 Apr 2025,CLOTHING STORE PAYMENT,T2504074,₹172.9,Shopping,Debit
10 Apr 2025,WATER BILL ONLINE,T2504066,₹119.96,Utilities,Debit
05 Apr 2025,CHENNAI METRO RAIL LTD BILL,T2504083,₹50.02,Transport,Debit
02 Apr 2025,GAME ZONE PAYMENT,T2504035,₹151.94,Entertainment,Debit
01 Apr 2025,CHILL CAFE RAMAPURAM ONLINE,T2504046,₹193.68,Food & Dining,Debit
03 Apr 2025,TRAIN TICKET #7754,T2504080,₹127.43,Transport,Debit
07 Apr 2025,FANCY STORE,T2504078,₹174.99,Shopping,Debit
05 Apr 2025,GARMENT SHOP #5595,T2504052,₹81.07,Shopping,Debit
05 Apr 2025,ELECTRIC BILL ONLINE,T2504082,₹32.92,Utilities,Debit
06 Apr 2025,VIGNESH R,T2504091,₹188.86,P2P Transfer,Credit
10 Apr 2025,CHENNAI METRO RAIL LTD PAYMENT,T2504001,₹151.79,Transport,Debit
05 Apr 2025,AUTO RICKSHAW BILL,T2504045,₹68.15,Transport,Debit
04 Apr 2025,FOOD DELIVERY TXN,T2504002,₹18.63,Food & Dining,Debit
05 Apr 2025,MEDICINE PURCHASE ONLINE,T2504003,₹150.53,Healthcare,Debit
10 Apr 2025,PARKING FEE ONLINE,T2504016,₹49.06,Transport,Debit
04 Apr 2025,SRMGF COUNTER 1,T2504006,₹66.14,Education,Debit
02 Apr 2025,TRAIN TICKET BILL,T2504096,₹175.92,Transport,Debit
05 Apr 2025,VIDEO STREAMING TXN,T2504067,₹71.49,Entertainment,Debit
09 Apr 2025,HEALTH CHECKUP PAYMENT,T2504069,₹66.96,Healthcare,Debit
09 Apr 2025,SRI MAHA LADIES HOSTEL TXN,T2504026,₹1166.7,Housing,Debit
05 Apr 2025,SHIVANG BCA DS,T2504052,₹790.65,P2P Transfer,Credit
09 Apr 2025,APP PURCHASE #6899,T2504094,₹57.51,Online Services,Debit
09 Apr 2025,SARAVANAN KASI,T2504035,₹798.31,P2P Transfer,Debit
04 Apr 2025,GAME ZONE ONLINE,T2504061,₹154.1,Entertainment,Debit
03 Apr 2025,GARMENT SHOP TXN,T2504044,₹62.56,Shopping,Debit
08 Apr 2025,MART TXN,T2504019,₹23.46,Grocery & Convenience,Debit
09 Apr 2025,GAS BILL #2359,T2504012,₹153.61,Utilities,Debit
07 Apr 2025,AKHLESH KUMAR SHARMA,T2504097,₹1260.65,P2P Transfer,Credit
03 Apr 2025,GROCERY STORE,T2504054,₹194.38,Grocery & Convenience,Debit
04 Apr 2025,FARDEEN,T2504019,₹400.52,P2P Transfer,Credit
06 Apr 2025,MOVIE TICKET TXN,T2504002,₹17.45,Entertainment,Debit
07 Apr 2025,RENT PAYMENT BILL,T2504081,₹1321.75,Housing,Debit
07 Apr 2025,CODEXINTERN PAYMENT,T2504048,₹174.33,Online Services,Debit
02 Apr 2025,ZEPTONOW,T2504041,₹156.08,Grocery & Convenience,Debit
05 Apr 2025,TAILOR ONLINE,T2504093,₹102.38,Shopping,Debit
02 Apr 2025,HEALTH CHECKUP BILL,T2504000,₹188.07,Healthcare,Debit
03 Apr 2025,GENERAL EXPENSE,T2504032,₹125.07,Miscellaneous,Debit
01 Apr 2025,RETAIL,T2504093,₹130.71,Shopping,Debit
04 Apr 2025,VIGNESH,T2504065,₹748.81,P2P Transfer,Credit
03 Apr 2025,SUBSCRIPTION SERVICE,T2504017,₹170.52,Online Services,Debit
05 Apr 2025,PHARMACY BILL,T2504070,₹76.67,Healthcare,Debit
02 Apr 2025,EXAM FEE PAYMENT,T2504071,₹172.04,Education,Debit
10 Apr 2025,EVENT TICKET PAYMENT,T2504095,₹160.9,Entertainment,Debit
02 Apr 2025,EVENT TICKET ONLINE,T2504000,₹165.83,Entertainment,Debit
10 Apr 2025,THALAIVA CHINESE COR BILL,T2504012,₹116.64,Food & Dining,Debit
08 Apr 2025,JEEVA HOTEL 2 ONLINE,T2504064,₹109.32,Food & Dining,Debit
08 Apr 2025,S KARTHICK KUMAR,T2504068,₹665.12,P2P Transfer,Debit
05 Apr 2025,RESTAURANT,T2504041,₹54.47,Food & Dining,Debit
09 Apr 2025,ONLINE GAMING PAYMENT,T2504033,₹64.88,Entertainment,Debit
03 Apr 2025,CS PHARMACY TXN,T2504043,₹133.46,Healthcare,Debit
01 Apr 2025,PAYU TXN,T2504023,₹182.8,Online Services,Debit
