date,description,transactionId,amount,category,transactionType
01 Apr 2025,gym membership txn,T2504056,33.65,Health & Fitness,debit
03 Apr 2025,fitness center payment,T2504056,173.75,Health & Fitness,debit
10 Apr 2025,vehicle insurance payment,T2504080,192.96,Insurance,debit
05 Apr 2025,life insurance,T2504095,182.12,Insurance,debit
04 Apr 2025,clinic fee,T2504067,131.91,Healthcare,debit
01 Apr 2025,amusement park txn,T2504097,90.79,Entertainment,debit
10 Apr 2025,health checkup online,T2504095,148.44,Healthcare,debit
04 Apr 2025,bookstore txn,T2504100,68.41,Shopping,debit
10 Apr 2025,phone recharge txn,T2504044,141.76,Utilities,debit
10 Apr 2025,penalty charge payment,T2504070,104.23,Legal & Government,debit
07 Apr 2025,property tax payment,T2504080,171.64,Legal & Government,debit
02 Apr 2025,reliance digital txn,T2504000,47.28,Online Shopping,debit
10 Apr 2025,pet grooming payment,T2504002,88.17,Pets,debit
05 Apr 2025,pharmacy payment,T2504095,145.12,Healthcare,debit
05 Apr 2025,shaving #4305,T2504031,125.95,Personal Care,debit
07 Apr 2025,electric bill #2522,T2504009,43.88,Utilities,debit
06 Apr 2025,event ticket payment,T2504056,163.46,Entertainment,debit
09 Apr 2025,vignesh r,T2504073,1265.83,P2P Transfer,credit
10 Apr 2025,life insurance,T2504001,34.90,Insurance,debit
01 Apr 2025,supermarket #4406,T2504058,157.58,Grocery & Convenience,debit
07 Apr 2025,room rent bill,T2504010,1067.97,Housing,debit
09 Apr 2025,online payment #1536,T2504023,152.83,Online Services,debit
03 Apr 2025,thalaiva chinese cor #9877,T2504021,43.25,Food & Dining,debit
10 Apr 2025,electric bill payment,T2504024,106.54,Utilities,debit
07 Apr 2025,flipkart bill,T2504033,165.04,Online Shopping,debit
03 Apr 2025,clinic fee bill,T2504081,133.51,Healthcare,debit
07 Apr 2025,barber shop #9355,T2504002,176.85,Personal Care,debit
03 Apr 2025,yoga class online,T2504078,119.45,Health & Fitness,debit
01 Apr 2025,ngo contribution payment,T2504100,20.76,Charity & Donations,debit
06 Apr 2025,health insurance online,T2504099,84.24,Insurance,debit
04 Apr 2025,app purchase #1696,T2504034,80.29,Online Services,debit
01 Apr 2025,doctor visit #9659,T2504032,188.81,Healthcare,debit
01 Apr 2025,zepto bill,T2504036,154.90,Grocery & Convenience,debit
02 Apr 2025,fundraiser #7979,T2504096,103.80,Charity & Donations,debit
04 Apr 2025,uber ride online,T2504035,105.87,Transport,debit
03 Apr 2025,nail care,T2504071,10.01,Personal Care,debit
05 Apr 2025,penalty charge #5111,T2504099,128.39,Legal & Government,debit
03 Apr 2025,workout gear,T2504094,45.64,Health & Fitness,debit
08 Apr 2025,pet shop,T2504012,181.04,Pets,debit
04 Apr 2025,rapido bill,T2504026,130.09,Transport,debit
08 Apr 2025,srmgf counter 1 txn,T2504036,58.52,Education,debit
05 Apr 2025,ngo contribution online,T2504009,72.14,Charity & Donations,debit
06 Apr 2025,movie ticket,T2504028,183.07,Entertainment,debit
06 Apr 2025,red bus,T2504097,1160.37,Travel,debit
05 Apr 2025,gym fee online,T2504020,120.33,Health & Fitness,debit
04 Apr 2025,fine payment,T2504009,44.61,Legal & Government,debit
06 Apr 2025,shopclues bill,T2504032,52.06,Online Shopping,debit
03 Apr 2025,animal medicine payment,T2504014,30.05,Pets,debit
04 Apr 2025,lemon tree #3462,T2504042,61.05,Miscellaneous,debit
01 Apr 2025,apartment maintenance bill,T2504069,1782.14,Housing,debit
03 Apr 2025,website shopping bill,T2504017,83.97,Online Shopping,debit
02 Apr 2025,chennai metro rail ltd online,T2504059,188.43,Transport,debit
02 Apr 2025,donation #8560,T2504012,151.31,Charity & Donations,debit
01 Apr 2025,bus booking #1916,T2504090,1033.58,Travel,debit
02 Apr 2025,internet cafe,T2504071,167.39,Online Services,debit
03 Apr 2025,cable tv payment,T2504001,115.93,Utilities,debit
06 Apr 2025,madasamy ponraj store payment,T2504035,159.64,Grocery & Convenience,debit
08 Apr 2025,account maintenance online,T2504085,116.45,Financial Services,debit
02 Apr 2025,cafe #9456,T2504041,53.85,Food & Dining,debit
04 Apr 2025,tax payment online,T2504070,159.04,Legal & Government,debit
03 Apr 2025,apartment maintenance online,T2504058,1112.20,Housing,debit
07 Apr 2025,doctor visit #9494,T2504096,69.54,Healthcare,debit
03 Apr 2025,food delivery txn,T2504076,17.16,Food & Dining,debit
03 Apr 2025,general expense bill,T2504073,104.98,Miscellaneous,debit
07 Apr 2025,app purchase #8655,T2504041,94.96,Online Services,debit
03 Apr 2025,coffee shop #6212,T2504083,15.26,Food & Dining,debit
01 Apr 2025,website payment #5548,T2504031,15.40,Online Services,debit
09 Apr 2025,notebook purchase #7689,T2504079,141.53,Education,debit
10 Apr 2025,apartment maintenance #7606,T2504070,1468.42,Housing,debit
05 Apr 2025,sri amman cool drinks txn,T2504013,140.35,Food & Dining,debit
05 Apr 2025,dth recharge online,T2504036,97.92,Utilities,debit
10 Apr 2025,bank charge bill,T2504047,157.64,Financial Services,debit
10 Apr 2025,online gaming,T2504002,153.20,Entertainment,debit
05 Apr 2025,event ticket bill,T2504013,183.53,Entertainment,debit
02 Apr 2025,community support payment,T2504073,133.90,Charity & Donations,debit
03 Apr 2025,notebook purchase payment,T2504008,43.60,Education,debit
05 Apr 2025,m mohammed abrar,T2504043,793.07,P2P Transfer,debit
10 Apr 2025,vehicle insurance online,T2504002,50.88,Insurance,debit
04 Apr 2025,bus booking #6228,T2504082,1720.44,Travel,debit
07 Apr 2025,internet cafe payment,T2504045,45.11,Online Services,debit
08 Apr 2025,lab test online,T2504049,192.08,Healthcare,debit
02 Apr 2025,provision store online,T2504097,131.19,Grocery & Convenience,debit
03 Apr 2025,health supplement #5675,T2504054,23.50,Health & Fitness,debit
08 Apr 2025,cable tv,T2504002,28.90,Utilities,debit
09 Apr 2025,zepto bill,T2504059,34.27,Grocery & Convenience,debit
03 Apr 2025,e-commerce purchase txn,T2504055,63.59,Online Shopping,debit
07 Apr 2025,daily needs bill,T2504026,90.10,Grocery & Convenience,debit
06 Apr 2025,fitness coach bill,T2504056,22.21,Health & Fitness,debit
05 Apr 2025,mr srimanta chatterjee,T2504030,750.33,P2P Transfer,credit
07 Apr 2025,petrol pump bill,T2504079,119.88,Transport,debit
07 Apr 2025,diginet cafe,T2504046,133.42,Online Services,debit
06 Apr 2025,movie ticket,T2504058,189.85,Entertainment,debit
01 Apr 2025,video streaming #2012,T2504089,41.36,Entertainment,debit
06 Apr 2025,thanusree,T2504008,236.60,P2P Transfer,debit
07 Apr 2025,community support online,T2504056,87.64,Charity & Donations,debit
10 Apr 2025,mess #7226,T2504096,82.36,Food & Dining,debit
02 Apr 2025,software subscription online,T2504023,160.26,Business Expenses,debit
06 Apr 2025,general store txn,T2504071,143.61,Grocery & Convenience,debit
02 Apr 2025,pet supplies online,T2504073,153.07,Pets,debit
03 Apr 2025,service charge,T2504087,158.47,Miscellaneous,debit
05 Apr 2025,license fee,T2504063,95.71,Legal & Government,debit
10 Apr 2025,loan repayment txn,T2504098,128.49,Financial Services,debit
02 Apr 2025,community support payment,T2504010,78.28,Charity & Donations,debit
04 Apr 2025,pet shop #2625,T2504063,198.12,Pets,debit
09 Apr 2025,health insurance,T2504071,115.21,Insurance,debit
06 Apr 2025,cs pharmacy,T2504005,108.49,Healthcare,debit
10 Apr 2025,small purchase bill,T2504069,76.65,Miscellaneous,debit
03 Apr 2025,electric bill,T2504019,190.69,Utilities,debit
04 Apr 2025,royal mens beauty center payment,T2504049,51.02,Personal Care,debit
09 Apr 2025,food delivery #3771,T2504100,141.70,Food & Dining,debit
08 Apr 2025,exam fee bill,T2504089,99.04,Education,debit
10 Apr 2025,family transfer,T2504034,472.64,P2P Transfer,debit
06 Apr 2025,hair salon payment,T2504086,137.63,Personal Care,debit
10 Apr 2025,mobile bill #3837,T2504002,169.68,Utilities,debit
07 Apr 2025,shaving payment,T2504003,174.12,Personal Care,debit
03 Apr 2025,local market payment,T2504070,123.31,Grocery & Convenience,debit
04 Apr 2025,video streaming,T2504005,169.92,Entertainment,debit
04 Apr 2025,blinkit bill,T2504039,108.68,Online Shopping,debit
05 Apr 2025,pet supplies online,T2504022,64.04,Pets,debit
05 Apr 2025,delivery charge payment,T2504021,133.89,Online Shopping,debit
04 Apr 2025,stationery shop payment,T2504083,90.81,Shopping,debit
10 Apr 2025,k elci,T2504075,1053.19,P2P Transfer,debit
02 Apr 2025,donation,T2504004,63.02,Charity & Donations,debit
09 Apr 2025,hair salon bill,T2504083,74.60,Personal Care,debit
05 Apr 2025,health supplement txn,T2504052,78.42,Health & Fitness,debit
09 Apr 2025,blinkit bill,T2504036,136.76,Online Shopping,debit
07 Apr 2025,hospital bill payment,T2504000,46.29,Healthcare,debit
03 Apr 2025,loan repayment #9033,T2504071,30.84,Financial Services,debit
03 Apr 2025,cab hire txn,T2504087,1436.85,Travel,debit
08 Apr 2025,course payment payment,T2504071,163.26,Education,debit
05 Apr 2025,charity payment payment,T2504070,184.72,Charity & Donations,debit
06 Apr 2025,tailor #1356,T2504047,70.73,Shopping,debit
09 Apr 2025,health supplement online,T2504058,80.24,Health & Fitness,debit
08 Apr 2025,cash withdrawal #8527,T2504095,73.03,Miscellaneous,debit
05 Apr 2025,website payment,T2504012,142.57,Online Services,debit
09 Apr 2025,makemytrip #3512,T2504011,511.34,Travel,debit
10 Apr 2025,pet food payment,T2504041,130.76,Pets,debit
09 Apr 2025,bus fare online,T2504060,188.40,Transport,debit
09 Apr 2025,room rent bill,T2504018,1538.68,Housing,debit
09 Apr 2025,beema store #9332,T2504008,36.86,Grocery & Convenience,debit
01 Apr 2025,e-commerce purchase,T2504009,32.29,Online Shopping,debit
07 Apr 2025,danish mama,T2504007,637.54,P2P Transfer,credit
02 Apr 2025,parking fee #8886,T2504044,123.09,Transport,debit
06 Apr 2025,internet bill txn,T2504098,82.18,Utilities,debit
06 Apr 2025,daily needs payment,T2504065,65.89,Grocery & Convenience,debit
06 Apr 2025,chemist,T2504029,182.28,Healthcare,debit
03 Apr 2025,prasanna d,T2504028,1393.24,P2P Transfer,credit
05 Apr 2025,game zone online,T2504051,55.04,Entertainment,debit
04 Apr 2025,p r m stores bill,T2504083,71.83,Grocery & Convenience,debit
06 Apr 2025,food delivery #6914,T2504027,90.55,Food & Dining,debit
06 Apr 2025,hair salon online,T2504030,187.99,Personal Care,debit
01 Apr 2025,sports equipment txn,T2504068,20.60,Health & Fitness,debit
01 Apr 2025,two-wheeler insurance,T2504073,129.24,Insurance,debit
08 Apr 2025,s p cafe online,T2504095,190.31,Food & Dining,debit
09 Apr 2025,yatra,T2504038,738.17,Travel,debit
05 Apr 2025,haircut online,T2504045,142.53,Personal Care,debit
02 Apr 2025,share auto bill,T2504072,36.06,Transport,debit
09 Apr 2025,advertising cost,T2504013,128.21,Business Expenses,debit
09 Apr 2025,ngo contribution online,T2504026,160.54,Charity & Donations,debit
10 Apr 2025,anburajt,T2504001,251.68,P2P Transfer,credit
09 Apr 2025,charity payment online,T2504090,130.16,Charity & Donations,debit
10 Apr 2025,diginet cafe txn,T2504070,11.08,Online Services,debit
04 Apr 2025,metro fare payment,T2504018,109.12,Transport,debit
02 Apr 2025,fardeen,T2504013,1193.12,P2P Transfer,credit
06 Apr 2025,religious donation,T2504086,156.16,Charity & Donations,debit
01 Apr 2025,mansura khatun,T2504063,144.92,P2P Transfer,debit
09 Apr 2025,road tax #3144,T2504090,188.18,Legal & Government,debit
03 Apr 2025,crowd funding #3183,T2504058,145.59,Charity & Donations,debit
04 Apr 2025,exam fee online,T2504085,101.12,Education,debit
08 Apr 2025,bus booking bill,T2504088,1498.45,Travel,debit
03 Apr 2025,street food online,T2504084,160.26,Food & Dining,debit
10 Apr 2025,health supplement txn,T2504078,183.15,Health & Fitness,debit
06 Apr 2025,government service online,T2504013,12.60,Legal & Government,debit
08 Apr 2025,credit card payment payment,T2504015,183.95,Financial Services,debit
04 Apr 2025,mess fee,T2504031,1070.59,Housing,debit
04 Apr 2025,hostel fee online,T2504079,1277.96,Housing,debit
05 Apr 2025,religious donation payment,T2504022,104.23,Charity & Donations,debit
07 Apr 2025,video streaming,T2504093,151.81,Entertainment,debit
05 Apr 2025,provision store online,T2504000,35.67,Grocery & Convenience,debit
07 Apr 2025,charity payment payment,T2504070,54.15,Charity & Donations,debit
08 Apr 2025,ngo contribution payment,T2504088,152.70,Charity & Donations,debit
05 Apr 2025,ola ride txn,T2504062,36.28,Transport,debit
02 Apr 2025,amusement park #1227,T2504087,75.15,Entertainment,debit
09 Apr 2025,dog care #3929,T2504018,111.83,Pets,debit
07 Apr 2025,snapdeal bill,T2504080,195.09,Online Shopping,debit
06 Apr 2025,zepto #4208,T2504047,126.08,Grocery & Convenience,debit
07 Apr 2025,fundraiser txn,T2504068,162.40,Charity & Donations,debit
10 Apr 2025,beauty parlour #1316,T2504031,179.28,Personal Care,debit
10 Apr 2025,kirana shop #4479,T2504001,62.71,Grocery & Convenience,debit
05 Apr 2025,lab test bill,T2504035,88.62,Healthcare,debit
09 Apr 2025,tuition fee payment,T2504039,27.06,Education,debit
01 Apr 2025,tax payment payment,T2504011,161.07,Legal & Government,debit
08 Apr 2025,amusement park #8012,T2504050,179.96,Entertainment,debit
02 Apr 2025,digital service #7046,T2504002,60.18,Online Services,debit
05 Apr 2025,al shifa medical txn,T2504071,27.82,Healthcare,debit
06 Apr 2025,clothing store bill,T2504099,45.57,Shopping,debit
08 Apr 2025,protean egov technologies limited payment,T2504093,138.21,Online Services,debit
07 Apr 2025,online gaming payment,T2504085,117.69,Entertainment,debit
10 Apr 2025,digital service,T2504050,127.95,Online Services,debit
08 Apr 2025,jio mart online,T2504026,143.49,Online Shopping,debit
09 Apr 2025,clinic fee,T2504038,49.74,Healthcare,debit
09 Apr 2025,amusement park online,T2504074,140.48,Entertainment,debit
04 Apr 2025,tax payment #2581,T2504006,143.17,Legal & Government,debit
02 Apr 2025,haircut payment,T2504047,179.45,Personal Care,debit
09 Apr 2025,online gaming txn,T2504062,199.68,Entertainment,debit
09 Apr 2025,video streaming,T2504036,110.89,Entertainment,debit
09 Apr 2025,fundraiser,T2504044,19.13,Charity & Donations,debit
09 Apr 2025,taxi fare #4560,T2504080,37.44,Transport,debit
05 Apr 2025,phone recharge,T2504030,72.23,Utilities,debit
01 Apr 2025,equipment purchase bill,T2504062,32.35,Business Expenses,debit
05 Apr 2025,animal medicine online,T2504004,167.04,Pets,debit
01 Apr 2025,advertising cost payment,T2504045,128.25,Business Expenses,debit
10 Apr 2025,general expense txn,T2504081,92.52,Miscellaneous,debit
05 Apr 2025,general expense txn,T2504015,52.46,Miscellaneous,debit
03 Apr 2025,electric bill bill,T2504039,174.71,Utilities,debit
03 Apr 2025,tata cliq payment,T2504052,139.06,Online Shopping,debit
02 Apr 2025,k elci,T2504073,1175.02,P2P Transfer,debit
09 Apr 2025,zeptonow bill,T2504035,114.23,Grocery & Convenience,debit
01 Apr 2025,saraswathi ramesh,T2504001,257.33,P2P Transfer,credit
06 Apr 2025,pet food,T2504057,58.86,Pets,debit
10 Apr 2025,snapdeal txn,T2504019,26.09,Online Shopping,debit
05 Apr 2025,stomilar bill,T2504057,66.13,Miscellaneous,debit
08 Apr 2025,shopping online,T2504056,85.76,Shopping,debit
10 Apr 2025,rent payment bill,T2504017,841.96,Housing,debit
06 Apr 2025,road tax,T2504096,146.28,Legal & Government,debit
01 Apr 2025,lab test #4143,T2504001,153.42,Healthcare,debit
08 Apr 2025,spa service #1893,T2504009,75.03,Personal Care,debit
05 Apr 2025,e-commerce purchase bill,T2504094,149.53,Online Shopping,debit
01 Apr 2025,cs pharmacy payment,T2504015,184.25,Healthcare,debit
10 Apr 2025,atm withdrawal payment,T2504041,145.67,Financial Services,debit
07 Apr 2025,atm withdrawal #5392,T2504032,191.40,Miscellaneous,debit
10 Apr 2025,fitness coach,T2504033,184.08,Health & Fitness,debit
02 Apr 2025,insurance premium bill,T2504034,86.03,Insurance,debit
06 Apr 2025,cash deposit #6032,T2504030,117.88,Miscellaneous,debit
06 Apr 2025,fuel purchase payment,T2504055,163.43,Transport,debit
04 Apr 2025,makemytrip #8035,T2504018,893.31,Travel,debit
04 Apr 2025,train reservation #9555,T2504025,1206.92,Travel,debit
10 Apr 2025,penalty charge txn,T2504000,199.34,Legal & Government,debit
10 Apr 2025,sri amman cool drinks bill,T2504060,25.05,Food & Dining,debit
04 Apr 2025,movie ticket payment,T2504069,134.48,Entertainment,debit
07 Apr 2025,gas bill #7972,T2504094,139.89,Utilities,debit
02 Apr 2025,charity payment online,T2504044,66.35,Charity & Donations,debit
09 Apr 2025,professional fee,T2504055,108.86,Business Expenses,debit
05 Apr 2025,internet bill txn,T2504068,180.24,Utilities,debit
07 Apr 2025,m mohammed abrar,T2504001,836.95,P2P Transfer,debit
09 Apr 2025,clothing store txn,T2504064,30.44,Shopping,debit
07 Apr 2025,policy payment txn,T2504038,35.97,Insurance,debit
05 Apr 2025,policy payment,T2504018,40.27,Insurance,debit
08 Apr 2025,goibibo txn,T2504008,1130.20,Travel,debit
07 Apr 2025,cs pharmacy,T2504029,98.96,Healthcare,debit
02 Apr 2025,two-wheeler insurance,T2504096,102.92,Insurance,debit
09 Apr 2025,cafe bill,T2504099,167.97,Food & Dining,debit
10 Apr 2025,bus fare bill,T2504012,87.78,Transport,debit
09 Apr 2025,flipkart txn,T2504035,106.48,Online Shopping,debit
08 Apr 2025,beauty parlour online,T2504044,88.52,Personal Care,debit
04 Apr 2025,online marketplace payment,T2504086,101.12,Online Shopping,debit
03 Apr 2025,rapido online,T2504016,83.71,Transport,debit
09 Apr 2025,workout gear #5394,T2504050,187.94,Health & Fitness,debit
08 Apr 2025,movie ticket txn,T2504066,150.09,Entertainment,debit
06 Apr 2025,yoga class,T2504047,127.03,Health & Fitness,debit
08 Apr 2025,fitness center online,T2504012,79.15,Health & Fitness,debit
02 Apr 2025,restaurant online,T2504095,75.10,Food & Dining,debit
09 Apr 2025,dog care,T2504006,169.22,Pets,debit
10 Apr 2025,archana vessels payment,T2504029,20.32,Shopping,debit
10 Apr 2025,delivery charge online,T2504087,58.19,Online Shopping,debit
05 Apr 2025,chemist bill,T2504052,42.38,Healthcare,debit
07 Apr 2025,train ticket,T2504018,59.75,Transport,debit
04 Apr 2025,cs pharmacy payment,T2504000,146.50,Healthcare,debit
02 Apr 2025,pet shop txn,T2504042,21.75,Pets,debit
01 Apr 2025,road tax #7214,T2504001,113.61,Legal & Government,debit
09 Apr 2025,nail care txn,T2504073,187.09,Personal Care,debit
10 Apr 2025,cash withdrawal,T2504037,93.92,Financial Services,debit
05 Apr 2025,s p cafe bill,T2504046,106.77,Food & Dining,debit
09 Apr 2025,music streaming #1374,T2504074,34.18,Entertainment,debit
08 Apr 2025,archana vessels,T2504018,71.95,Shopping,debit
08 Apr 2025,video streaming #4679,T2504022,25.60,Entertainment,debit
05 Apr 2025,coaching class payment,T2504044,131.90,Education,debit
06 Apr 2025,dth recharge txn,T2504010,64.51,Utilities,debit
09 Apr 2025,fine payment txn,T2504060,196.44,Legal & Government,debit
01 Apr 2025,movie ticket,T2504078,186.97,Entertainment,debit
05 Apr 2025,software subscription txn,T2504021,178.18,Business Expenses,debit
02 Apr 2025,pet food payment,T2504060,135.13,Pets,debit
07 Apr 2025,geetha c,T2504084,1097.79,P2P Transfer,debit
06 Apr 2025,pet shop,T2504087,184.24,Pets,debit
02 Apr 2025,retail,T2504033,155.25,Shopping,debit
02 Apr 2025,cs pharmacy payment,T2504084,198.93,Healthcare,debit
01 Apr 2025,equipment purchase #1994,T2504057,178.34,Business Expenses,debit
04 Apr 2025,karthik balaji venkatesan,T2504041,781.99,P2P Transfer,credit
02 Apr 2025,bhaiya,T2504076,160.42,P2P Transfer,credit
04 Apr 2025,property tax payment,T2504008,60.88,Legal & Government,debit
04 Apr 2025,al shifa medical txn,T2504087,130.46,Healthcare,debit
01 Apr 2025,nail care,T2504045,97.29,Personal Care,debit
02 Apr 2025,petrol pump #6483,T2504017,15.00,Transport,debit
03 Apr 2025,nykaa online,T2504049,144.02,Online Shopping,debit
01 Apr 2025,vignesh,T2504014,609.31,P2P Transfer,debit
03 Apr 2025,cable tv #2992,T2504028,176.57,Utilities,debit
01 Apr 2025,online gaming online,T2504073,166.12,Entertainment,debit
06 Apr 2025,restaurant online,T2504060,84.08,Food & Dining,debit
01 Apr 2025,beema store 2 #2254,T2504028,125.29,Grocery & Convenience,debit
10 Apr 2025,workout gear bill,T2504065,175.01,Health & Fitness,debit
10 Apr 2025,road tax bill,T2504030,139.34,Legal & Government,debit
06 Apr 2025,fine payment #5913,T2504063,79.63,Legal & Government,debit
10 Apr 2025,retail online,T2504075,124.95,Shopping,debit
09 Apr 2025,license fee payment,T2504100,71.34,Legal & Government,debit
01 Apr 2025,gift shop txn,T2504080,39.98,Shopping,debit
10 Apr 2025,life insurance online,T2504049,140.51,Insurance,debit
01 Apr 2025,shadowfax technologies private limited #6008,T2504047,179.37,Online Services,debit
04 Apr 2025,payu payment,T2504052,138.29,Online Services,debit
08 Apr 2025,license fee online,T2504037,34.24,Legal & Government,debit
02 Apr 2025,pet grooming txn,T2504000,96.59,Pets,debit
09 Apr 2025,beema store 2 bill,T2504069,183.07,Grocery & Convenience,debit
10 Apr 2025,parking fee #2002,T2504047,46.30,Transport,debit
03 Apr 2025,sports equipment bill,T2504083,82.50,Health & Fitness,debit
03 Apr 2025,travel expense #8309,T2504034,1274.75,Travel,debit
04 Apr 2025,pet food txn,T2504051,62.08,Pets,debit
08 Apr 2025,health insurance,T2504065,66.90,Insurance,debit
02 Apr 2025,cash deposit,T2504004,191.22,Miscellaneous,debit
01 Apr 2025,fitness center #8363,T2504063,148.77,Health & Fitness,debit
07 Apr 2025,shadowfax technologies private limited online,T2504045,131.93,Online Services,debit
02 Apr 2025,royal mens beauty center bill,T2504072,17.91,Personal Care,debit
01 Apr 2025,service charge,T2504021,158.23,Miscellaneous,debit
02 Apr 2025,atm withdrawal payment,T2504085,62.94,Miscellaneous,debit
06 Apr 2025,diginet cafe payment,T2504046,114.93,Online Services,debit
06 Apr 2025,chemist bill,T2504091,77.16,Healthcare,debit
05 Apr 2025,s p cafe,T2504032,104.33,Food & Dining,debit
01 Apr 2025,software subscription,T2504055,169.34,Business Expenses,debit
01 Apr 2025,petrol pump,T2504070,196.87,Transport,debit
05 Apr 2025,fitness center #5070,T2504071,32.20,Health & Fitness,debit
04 Apr 2025,unidentified payment #1019,T2504027,47.70,Miscellaneous,debit
07 Apr 2025,travel expense txn,T2504012,1421.26,Travel,debit
03 Apr 2025,stomilar bill,T2504068,64.72,Miscellaneous,debit
08 Apr 2025,animal medicine payment,T2504058,114.09,Pets,debit
01 Apr 2025,grocery store txn,T2504001,20.75,Grocery & Convenience,debit
07 Apr 2025,train ticket,T2504027,91.22,Transport,debit
09 Apr 2025,spa service payment,T2504013,91.31,Personal Care,debit
06 Apr 2025,vignesh r,T2504049,817.06,P2P Transfer,debit
09 Apr 2025,online payment,T2504023,153.94,Online Services,debit
10 Apr 2025,room rent,T2504060,1934.51,Housing,debit
04 Apr 2025,dog care,T2504059,120.24,Pets,debit
07 Apr 2025,professional fee payment,T2504028,107.39,Business Expenses,debit
04 Apr 2025,vehicle insurance txn,T2504055,186.80,Insurance,debit
07 Apr 2025,lab test,T2504037,150.89,Healthcare,debit
08 Apr 2025,bookstore txn,T2504081,131.49,Shopping,debit
05 Apr 2025,health supplement online,T2504047,112.72,Health & Fitness,debit
03 Apr 2025,client meeting online,T2504093,61.40,Business Expenses,debit
01 Apr 2025,amazon bill,T2504064,96.29,Online Shopping,debit
04 Apr 2025,barber shop,T2504073,114.13,Personal Care,debit
07 Apr 2025,business travel online,T2504027,70.22,Business Expenses,debit
08 Apr 2025,online payment,T2504005,17.57,Online Services,debit
01 Apr 2025,ola ride bill,T2504021,147.14,Transport,debit
08 Apr 2025,sports equipment #6198,T2504055,174.09,Health & Fitness,debit
04 Apr 2025,unknown transaction online,T2504050,93.69,Miscellaneous,debit
04 Apr 2025,srmgf counter 1 #4431,T2504011,118.20,Education,debit
04 Apr 2025,royal mens beauty center,T2504000,49.13,Personal Care,debit
10 Apr 2025,gym fee online,T2504100,143.36,Health & Fitness,debit
02 Apr 2025,fitness coach online,T2504054,199.61,Health & Fitness,debit
03 Apr 2025,ngo contribution bill,T2504080,145.32,Charity & Donations,debit
08 Apr 2025,crowd funding #5547,T2504067,17.76,Charity & Donations,debit
05 Apr 2025,dth recharge bill,T2504086,192.46,Utilities,debit
04 Apr 2025,check payment,T2504055,82.81,Financial Services,debit
05 Apr 2025,equipment purchase,T2504002,154.37,Business Expenses,debit
01 Apr 2025,s p cafe online,T2504085,12.71,Food & Dining,debit
03 Apr 2025,yatra online,T2504027,1160.12,Travel,debit
10 Apr 2025,mr. t kishore kumar,T2504029,1175.62,P2P Transfer,debit
07 Apr 2025,music streaming payment,T2504050,39.52,Entertainment,debit
05 Apr 2025,event ticket #5913,T2504082,155.36,Entertainment,debit
04 Apr 2025,cab hire bill,T2504097,1376.25,Travel,debit
01 Apr 2025,ajio bill,T2504012,118.09,Online Shopping,debit
07 Apr 2025,tax payment payment,T2504064,194.82,Legal & Government,debit
10 Apr 2025,crowd funding payment,T2504094,144.57,Charity & Donations,debit
04 Apr 2025,m s hotel payment,T2504012,48.11,Food & Dining,debit
08 Apr 2025,royal mens beauty center,T2504056,11.86,Personal Care,debit
02 Apr 2025,health insurance bill,T2504031,147.04,Insurance,debit
09 Apr 2025,srmgf counter 1 txn,T2504079,141.12,Education,debit
02 Apr 2025,doctor visit #4256,T2504012,24.03,Healthcare,debit
06 Apr 2025,tuition fee #4382,T2504039,104.97,Education,debit
05 Apr 2025,chemist bill,T2504058,136.50,Healthcare,debit
04 Apr 2025,pet food #3794,T2504093,64.08,Pets,debit
03 Apr 2025,lemon tree payment,T2504058,32.58,Miscellaneous,debit
08 Apr 2025,phone recharge txn,T2504001,42.95,Utilities,debit
05 Apr 2025,royal mens beauty center online,T2504023,186.80,Personal Care,debit
04 Apr 2025,workout gear #2322,T2504086,29.06,Health & Fitness,debit
08 Apr 2025,bookstore,T2504078,150.07,Shopping,debit
04 Apr 2025,tour package bill,T2504044,726.80,Travel,debit
05 Apr 2025,policy payment online,T2504035,164.07,Insurance,debit
01 Apr 2025,adarsh kumar jha,T2504035,1483.20,P2P Transfer,debit
08 Apr 2025,srmgf counter 1,T2504035,192.72,Education,debit
10 Apr 2025,coaching class bill,T2504082,164.14,Education,debit
10 Apr 2025,donation #5291,T2504036,74.87,Charity & Donations,debit
06 Apr 2025,e-commerce txn,T2504058,45.01,Online Services,debit
02 Apr 2025,property tax,T2504009,99.83,Legal & Government,debit
09 Apr 2025,vet visit #9745,T2504030,83.66,Pets,debit
07 Apr 2025,room rent online,T2504073,1269.84,Housing,debit
09 Apr 2025,crowd funding bill,T2504031,20.40,Charity & Donations,debit
08 Apr 2025,payu txn,T2504086,141.13,Online Services,debit
03 Apr 2025,water bill online,T2504094,74.09,Utilities,debit
03 Apr 2025,office supplies payment,T2504076,136.39,Business Expenses,debit
10 Apr 2025,food delivery txn,T2504034,108.94,Food & Dining,debit
08 Apr 2025,game zone txn,T2504039,88.53,Entertainment,debit
08 Apr 2025,mobile bill bill,T2504031,45.61,Utilities,debit
05 Apr 2025,bigbasket online,T2504052,50.99,Online Shopping,debit
09 Apr 2025,metro fare,T2504002,131.63,Transport,debit
03 Apr 2025,dog care #2930,T2504032,126.96,Pets,debit
07 Apr 2025,spa service txn,T2504044,68.05,Personal Care,debit
03 Apr 2025,fundraiser,T2504040,14.51,Charity & Donations,debit
02 Apr 2025,fitness coach txn,T2504096,107.19,Health & Fitness,debit
